support,itemsets
0.020287481804949055,"frozenset({'cooking spray', 'salt'})"
0.015010917030567686,"frozenset({'sugar', 'cooking spray'})"
0.01064410480349345,"frozenset({'garlic', 'cornstarch'})"
0.014647016011644833,"frozenset({'salt', 'cornstarch'})"
0.025018195050946143,"frozenset({'sugar', 'cornstarch'})"
0.01928675400291121,"frozenset({'water', 'cornstarch'})"
0.015010917030567686,"frozenset({'cream cheese', 'eggs'})"
0.010189228529839884,"frozenset({'cream cheese', 'milk'})"
0.011008005822416303,"frozenset({'cream cheese', 'salt'})"
0.02074235807860262,"frozenset({'sugar', 'cream cheese'})"
0.016557496360989812,"frozenset({'vanilla extract', 'cream cheese'})"
0.031204512372634642,"frozenset({'garlic', 'cumin'})"
0.01928675400291121,"frozenset({'cumin', 'olive oil'})"
0.02938500727802038,"frozenset({'cumin', 'onion'})"
0.011553857350800582,"frozenset({'cumin', 'oregano'})"
0.011371906841339156,"frozenset({'cumin', 'paprika'})"
0.02292576419213974,"frozenset({'cumin', 'pepper'})"
0.02492721979621543,"frozenset({'cumin', 'salt'})"
0.01319141193595342,"frozenset({'cumin', 'water'})"
0.012463609898107715,"frozenset({'garlic', 'egg'})"
0.03356986899563319,"frozenset({'egg', 'milk'})"
0.010462154294032024,"frozenset({'egg', 'olive oil'})"
0.018922852983988356,"frozenset({'egg', 'onion'})"
0.019832605531295486,"frozenset({'egg', 'pepper'})"
0.05813318777292576,"frozenset({'salt', 'egg'})"
0.011280931586608443,"frozenset({'egg', 'salt pepper'})"
0.06104439592430859,"frozenset({'sugar', 'egg'})"
0.028475254730713245,"frozenset({'vanilla extract', 'egg'})"
0.016375545851528384,"frozenset({'egg', 'vegetable oil'})"
0.023380640465793304,"frozenset({'water', 'egg'})"
0.011826783114992722,"frozenset({'garlic', 'eggs'})"
0.057132459970887915,"frozenset({'eggs', 'milk'})"
0.016648471615720525,"frozenset({'nutmeg', 'eggs'})"
0.013100436681222707,"frozenset({'eggs', 'olive oil'})"
0.02601892285298399,"frozenset({'onion', 'eggs'})"
0.024836244541484715,"frozenset({'eggs', 'pepper'})"
0.09143013100436681,"frozenset({'salt', 'eggs'})"
0.017831149927219795,"frozenset({'salt pepper', 'eggs'})"
0.011098981077147015,"frozenset({'sour cream', 'eggs'})"
0.10289301310043668,"frozenset({'sugar', 'eggs'})"
0.06277292576419213,"frozenset({'vanilla extract', 'eggs'})"
0.03538937409024745,"frozenset({'vegetable oil', 'eggs'})"
0.013646288209606987,"frozenset({'walnuts', 'eggs'})"
0.030294759825327512,"frozenset({'water', 'eggs'})"
0.017012372634643377,"frozenset({'garlic', 'ginger'})"
0.02019650655021834,"frozenset({'garlic', 'kosher salt'})"
0.012190684133915575,"frozenset({'garlic', 'lemon'})"
0.02465429403202329,"frozenset({'garlic', 'lemon juice'})"
0.012372634643377001,"frozenset({'garlic', 'milk'})"
0.010007278020378457,"frozenset({'garlic', 'mozzarella cheese'})"
0.014101164483260552,"frozenset({'garlic', 'mushrooms'})"
0.10262008733624454,"frozenset({'garlic', 'olive oil'})"
0.11817685589519651,"frozenset({'garlic', 'onion'})"
0.028566229985443958,"frozenset({'garlic', 'onions'})"
0.03147743813682678,"frozenset({'garlic', 'oregano'})"
0.018922852983988356,"frozenset({'garlic', 'paprika'})"
0.028748180494905386,"frozenset({'garlic', 'parmesan cheese'})"
0.03356986899563319,"frozenset({'garlic', 'parsley'})"
0.09443231441048035,"frozenset({'garlic', 'pepper'})"
0.023380640465793304,"frozenset({'garlic', 'pepper flakes'})"
0.010007278020378457,"frozenset({'garlic', 'pork'})"
0.01683042212518195,"frozenset({'garlic', 'potatoes'})"
0.010826055312954877,"frozenset({'garlic', 'rice'})"
0.014101164483260552,"frozenset({'garlic', 'rosemary'})"
0.08988355167394468,"frozenset({'garlic', 'salt'})"
0.06068049490538573,"frozenset({'garlic', 'salt pepper'})"
0.011280931586608443,"frozenset({'garlic', 'sesame oil'})"
0.01037117903930131,"frozenset({'garlic', 'shrimp'})"
0.03293304221251819,"frozenset({'garlic', 'soy sauce'})"
0.04093886462882096,"frozenset({'sugar', 'garlic'})"
0.021197234352256185,"frozenset({'thyme', 'garlic'})"
0.012372634643377001,"frozenset({'garlic', 'tomato paste'})"
0.012190684133915575,"frozenset({'garlic', 'tomato sauce'})"
0.03111353711790393,"frozenset({'garlic', 'tomatoes'})"
0.03111353711790393,"frozenset({'garlic', 'vegetable oil'})"
0.05831513828238719,"frozenset({'garlic', 'water'})"
0.016557496360989812,"frozenset({'garlic', 'wine'})"
0.01601164483260553,"frozenset({'garlic', 'worcestershire sauce'})"
0.01910480349344978,"frozenset({'garlic powder', 'olive oil'})"
0.022288937409024746,"frozenset({'onion', 'garlic powder'})"
0.023289665211062592,"frozenset({'onion powder', 'garlic powder'})"
0.018104075691411935,"frozenset({'paprika', 'garlic powder'})"
0.041029839883551675,"frozenset({'garlic powder', 'pepper'})"
0.03338791848617176,"frozenset({'salt', 'garlic powder'})"
0.011826783114992722,"frozenset({'salt pepper', 'garlic powder'})"
0.013919213973799126,"frozenset({'sugar', 'garlic powder'})"
0.013646288209606987,"frozenset({'water', 'garlic powder'})"
0.011008005822416303,"frozenset({'ginger', 'onion'})"
0.014919941775836972,"frozenset({'ginger', 'salt'})"
0.012827510917030568,"frozenset({'ginger', 'soy sauce'})"
0.0212882096069869,"frozenset({'sugar', 'ginger'})"
0.011008005822416303,"frozenset({'water', 'ginger'})"
0.010826055312954877,"frozenset({'sugar', 'heavy cream'})"
0.010553129548762736,"frozenset({'salt', 'honey'})"
0.012736535662299854,"frozenset({'onion', 'ketchup'})"
0.010735080058224163,"frozenset({'pepper', 'ketchup'})"
0.013919213973799126,"frozenset({'sugar', 'ketchup'})"
0.019650655021834062,"frozenset({'olive oil', 'kosher salt'})"
0.01710334788937409,"frozenset({'onion', 'kosher salt'})"
0.03056768558951965,"frozenset({'pepper', 'kosher salt'})"
0.01901382823871907,"frozenset({'sugar', 'kosher salt'})"
0.017194323144104802,"frozenset({'water', 'kosher salt'})"
0.012008733624454149,"frozenset({'lemon', 'olive oil'})"
0.02219796215429403,"frozenset({'olive oil', 'lemon juice'})"
0.015192867540029112,"frozenset({'onion', 'lemon juice'})"
0.021197234352256185,"frozenset({'pepper', 'lemon juice'})"
0.028475254730713245,"frozenset({'salt', 'lemon juice'})"
0.03247816593886463,"frozenset({'sugar', 'lemon juice'})"
0.017285298398835518,"frozenset({'water', 'lemon juice'})"
0.016375545851528384,"frozenset({'mayonnaise', 'onion'})"
0.014192139737991267,"frozenset({'mayonnaise', 'pepper'})"
0.01146288209606987,"frozenset({'mayonnaise', 'salt'})"
0.011917758369723435,"frozenset({'nutmeg', 'milk'})"
0.02438136826783115,"frozenset({'onion', 'milk'})"
0.025927947598253277,"frozenset({'pepper', 'milk'})"
0.0700509461426492,"frozenset({'salt', 'milk'})"
0.015283842794759825,"frozenset({'salt pepper', 'milk'})"
0.0796033478893741,"frozenset({'sugar', 'milk'})"
0.04767103347889374,"frozenset({'vanilla extract', 'milk'})"
0.016739446870451237,"frozenset({'vegetable oil', 'milk'})"
0.025018195050946143,"frozenset({'water', 'milk'})"
0.010007278020378457,"frozenset({'mozzarella cheese', 'olive oil'})"
0.01146288209606987,"frozenset({'parmesan cheese', 'mozzarella cheese'})"
0.016921397379912665,"frozenset({'mushrooms', 'onion'})"
0.011098981077147015,"frozenset({'mushrooms', 'pepper'})"
0.012008733624454149,"frozenset({'onion', 'mustard'})"
0.01118995633187773,"frozenset({'mustard', 'pepper'})"
0.011644832605531296,"frozenset({'sugar', 'mustard'})"
0.02301673944687045,"frozenset({'nutmeg', 'salt'})"
0.030385735080058224,"frozenset({'sugar', 'nutmeg'})"
0.01401018922852984,"frozenset({'vanilla extract', 'nutmeg'})"
0.07469068413391558,"frozenset({'onion', 'olive oil'})"
0.018013100436681223,"frozenset({'onions', 'olive oil'})"
0.02465429403202329,"frozenset({'oregano', 'olive oil'})"
0.017285298398835518,"frozenset({'paprika', 'olive oil'})"
0.02465429403202329,"frozenset({'parmesan cheese', 'olive oil'})"
0.02601892285298399,"frozenset({'parsley', 'olive oil'})"
0.07423580786026202,"frozenset({'olive oil', 'pepper'})"
0.016284570596797672,"frozenset({'pepper flakes', 'olive oil'})"
0.013373362445414847,"frozenset({'potatoes', 'olive oil'})"
0.0137372634643377,"frozenset({'rosemary', 'olive oil'})"
0.06905021834061136,"frozenset({'salt', 'olive oil'})"
0.056222707423580785,"frozenset({'salt pepper', 'olive oil'})"
0.010553129548762736,"frozenset({'olive oil', 'soy sauce'})"
0.024472343522561862,"frozenset({'sugar', 'olive oil'})"
0.01573871906841339,"frozenset({'thyme', 'olive oil'})"
0.020560407569141195,"frozenset({'tomatoes', 'olive oil'})"
0.034934497816593885,"frozenset({'water', 'olive oil'})"
0.012736535662299854,"frozenset({'wine', 'olive oil'})"
0.024017467248908297,"frozenset({'onion', 'oregano'})"
0.020014556040756915,"frozenset({'paprika', 'onion'})"
0.016375545851528384,"frozenset({'parmesan cheese', 'onion'})"
0.030294759825327512,"frozenset({'onion', 'parsley'})"
0.09798034934497817,"frozenset({'onion', 'pepper'})"
0.014374090247452693,"frozenset({'onion', 'pepper flakes'})"
0.028202328966521105,"frozenset({'onion', 'potatoes'})"
0.014101164483260552,"frozenset({'onion', 'rice'})"
0.0968886462882096,"frozenset({'salt', 'onion'})"
0.06495633187772926,"frozenset({'onion', 'salt pepper'})"
0.017012372634643377,"frozenset({'sour cream', 'onion'})"
0.016557496360989812,"frozenset({'onion', 'soy sauce'})"
0.04357714701601165,"frozenset({'sugar', 'onion'})"
0.020833333333333332,"frozenset({'thyme', 'onion'})"
0.011917758369723435,"frozenset({'onion', 'tomato paste'})"
0.014192139737991267,"frozenset({'onion', 'tomato sauce'})"
0.035116448326055316,"frozenset({'onion', 'tomatoes'})"
0.03338791848617176,"frozenset({'vegetable oil', 'onion'})"
0.011826783114992722,"frozenset({'onion', 'vinegar'})"
0.06513828238719069,"frozenset({'water', 'onion'})"
0.011644832605531296,"frozenset({'wine', 'onion'})"
0.020833333333333332,"frozenset({'onion', 'worcestershire sauce'})"
0.011008005822416303,"frozenset({'onion powder', 'paprika'})"
0.019741630276564774,"frozenset({'onion powder', 'pepper'})"
0.015010917030567686,"frozenset({'salt', 'onion powder'})"
0.024199417758369722,"frozenset({'onions', 'pepper'})"
0.023926491994177585,"frozenset({'onions', 'salt'})"
0.016466521106259097,"frozenset({'onions', 'salt pepper'})"
0.01118995633187773,"frozenset({'onions', 'soy sauce'})"
0.01683042212518195,"frozenset({'sugar', 'onions'})"
0.013555312954876273,"frozenset({'onions', 'vegetable oil'})"
0.018104075691411935,"frozenset({'water', 'onions'})"
0.025473071324599708,"frozenset({'oregano', 'pepper'})"
0.021925036390101894,"frozenset({'salt', 'oregano'})"
0.010917030567685589,"frozenset({'oregano', 'salt pepper'})"
0.010189228529839884,"frozenset({'water', 'oregano'})"
0.03211426491994178,"frozenset({'paprika', 'pepper'})"
0.02601892285298399,"frozenset({'salt', 'paprika'})"
0.010007278020378457,"frozenset({'paprika', 'salt pepper'})"
0.010553129548762736,"frozenset({'sugar', 'paprika'})"
0.012281659388646287,"frozenset({'parmesan cheese', 'parsley'})"
0.0212882096069869,"frozenset({'parmesan cheese', 'pepper'})"
0.018377001455604076,"frozenset({'salt', 'parmesan cheese'})"
0.01592066957787482,"frozenset({'parmesan cheese', 'salt pepper'})"
0.02920305676855895,"frozenset({'parsley', 'pepper'})"
0.025291120815138284,"frozenset({'salt', 'parsley'})"
0.017012372634643377,"frozenset({'parsley', 'salt pepper'})"
0.013100436681222707,"frozenset({'water', 'parsley'})"
0.013828238719068414,"frozenset({'sugar', 'pecans'})"
0.012190684133915575,"frozenset({'pepper flakes', 'pepper'})"
0.01955967976710335,"frozenset({'potatoes', 'pepper'})"
0.013373362445414847,"frozenset({'rosemary', 'pepper'})"
0.1332787481804949,"frozenset({'salt', 'pepper'})"
0.010189228529839884,"frozenset({'sea salt', 'pepper'})"
0.013919213973799126,"frozenset({'sour cream', 'pepper'})"
0.01901382823871907,"frozenset({'pepper', 'soy sauce'})"
0.041302765647743815,"frozenset({'sugar', 'pepper'})"
0.021925036390101894,"frozenset({'thyme', 'pepper'})"
0.019923580786026202,"frozenset({'tomatoes', 'pepper'})"
0.027383551673944687,"frozenset({'vegetable oil', 'pepper'})"
0.048853711790393016,"frozenset({'water', 'pepper'})"
0.020287481804949055,"frozenset({'worcestershire sauce', 'pepper'})"
0.012827510917030568,"frozenset({'salt', 'pepper flakes'})"
0.02210698689956332,"frozenset({'salt', 'potatoes'})"
0.017194323144104802,"frozenset({'potatoes', 'salt pepper'})"
0.01401018922852984,"frozenset({'water', 'potatoes'})"
0.011371906841339156,"frozenset({'salt', 'raisins'})"
0.014465065502183407,"frozenset({'sugar', 'raisins'})"
0.013100436681222707,"frozenset({'water', 'rice'})"
0.01037117903930131,"frozenset({'thyme', 'rosemary'})"
0.010917030567685589,"frozenset({'salt', 'salt pepper'})"
0.018467976710334788,"frozenset({'sour cream', 'salt'})"
0.011826783114992722,"frozenset({'salt', 'soy sauce'})"
0.16648471615720525,"frozenset({'sugar', 'salt'})"
0.016466521106259097,"frozenset({'thyme', 'salt'})"
0.02292576419213974,"frozenset({'salt', 'tomatoes'})"
0.06750363901018923,"frozenset({'vanilla extract', 'salt'})"
0.05858806404657933,"frozenset({'salt', 'vegetable oil'})"
0.01573871906841339,"frozenset({'salt', 'vinegar'})"
0.016921397379912665,"frozenset({'salt', 'walnuts'})"
0.0934315866084425,"frozenset({'water', 'salt'})"
0.014647016011644833,"frozenset({'salt', 'worcestershire sauce'})"
0.011371906841339156,"frozenset({'salt', 'zucchini'})"
0.01319141193595342,"frozenset({'sugar', 'salt pepper'})"
0.011917758369723435,"frozenset({'thyme', 'salt pepper'})"
0.013282387190684133,"frozenset({'tomatoes', 'salt pepper'})"
0.014283114992721979,"frozenset({'vegetable oil', 'salt pepper'})"
0.024745269286754003,"frozenset({'water', 'salt pepper'})"
0.013919213973799126,"frozenset({'soy sauce', 'sesame oil'})"
0.013919213973799126,"frozenset({'sugar', 'sour cream'})"
0.025473071324599708,"frozenset({'sugar', 'soy sauce'})"
0.014737991266375546,"frozenset({'vegetable oil', 'soy sauce'})"
0.016193595342066956,"frozenset({'water', 'soy sauce'})"
0.014101164483260552,"frozenset({'sugar', 'strawberries'})"
0.1037117903930131,"frozenset({'sugar', 'vanilla extract'})"
0.048125909752547304,"frozenset({'sugar', 'vegetable oil'})"
0.02101528384279476,"frozenset({'sugar', 'vinegar'})"
0.020651382823871908,"frozenset({'sugar', 'walnuts'})"
0.09697962154294032,"frozenset({'sugar', 'water'})"
0.010007278020378457,"frozenset({'sugar', 'whipping cream'})"
0.010917030567685589,"frozenset({'sugar', 'worcestershire sauce'})"
0.010735080058224163,"frozenset({'thyme', 'water'})"
0.01455604075691412,"frozenset({'water', 'tomatoes'})"
0.016102620087336244,"frozenset({'vanilla extract', 'vegetable oil'})"
0.013464337700145561,"frozenset({'vanilla extract', 'walnuts'})"
0.019741630276564774,"frozenset({'vanilla extract', 'water'})"
0.034661572052401744,"frozenset({'water', 'vegetable oil'})"
0.013373362445414847,"frozenset({'water', 'vinegar'})"
